Game,name,release,categories,genres,tags,playtime
340750,Gunslugs 2,2015,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Indie,Action;Indie;Platformer,0
340770,Death Goat,2016,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual,2
340800,Unhack,2015,Single-player;Steam Trading Cards,Indie,Indie;Anime;Puzzle,0
340810,Deepworld,2015,MMO;Cross-Platform Multiplayer,Action;Adventure;Casual;Free to Play;Indie;Massively Multiplayer;RPG;Early Access,Early Access;Free to Play;Massively Multiplayer,374
340830,Razenroth,2015,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;RPG,RPG;Action;Indie,200
340840,The Corridor: On Behalf Of The Dead,2018,Single-player;Steam Achievements;Full controller support;VR Support,Action;Adventure;Indie,Action;Adventure;Indie,0
340860,RaidersSphere4th,2015,Single-player;Steam Trading Cards;VR Support;Partial Controller Support,Action;Indie;Simulation,Simulation;Action;Indie,296
340880,Solar War,2015,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Strategy,Strategy;Indie;Space,0
340920,Siege of Turtle Enclave,2015,Single-player,Strategy,Strategy;Indie;4X,0
340950,Let There Be Life,2015,Single-player;Steam Cloud,Indie,Indie;Casual,0
340960,Pulsen,2015,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Turn Notifications,Indie;Simulation;Sports;Early Access,Early Access;Indie;Music,0
340990,Disney Bolt,2015,Single-player;Partial Controller Support;Steam Cloud,Action;Adventure,Action;Adventure;Psychological Horror,0
341000,Mad Games Tycoon,2016,Single-player;Steam Achievements,Casual;Indie;Simulation;Strategy,Management;Simulation;Strategy,185
341010,Pluck,2015,Single-player;Shared/Split Screen;Full controller support,Action;Adventure;Indie;Early Access,Early Access;Action;Adventure,0
341020,Chronicles of Teddy,2015,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats,Action;Adventure;Indie;RPG,Female Protagonist;Action;Indie,0
341030,Colonial Conquest,2015,Single-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards,Indie;Simulation;Strategy,Strategy;Wargame;Historical,0
341040,Wars Across The World,2017,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards,Indie;Strategy,Strategy;Indie;Board Game,0
341060,The Lady,2015,Single-player;Steam Trading Cards,Action;Adventure;Indie,Indie;Action;Adventure,149
341070,Stay Dead Evolution,2015,Single-player;Full controller support;Steam Trading Cards,Action;Indie,Action;Indie;Beat 'em up,212
341080,NeXus: One Core,2015,Single-player;Co-op;Shared/Split Screen;Partial Controller Support;Steam Leaderboards,Action,Action;Arcade;Local Co-Op,0
341090,On A Roll 3D,2015,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Casual;Indie,Indie;Action;Adventure,86
341120,Glorkian Warrior: The Trials Of Glork,2015,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Indie,Indie;Platformer;Shoot 'Em Up,274
341150,Age of Fear 2: The Chaos Lord GOLD,2015,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Indie;RPG;Strategy,RPG;Indie;Strategy,0
341160,Steam Heroes,2015,Single-player;Steam Trading Cards;Partial Controller Support,Action;Adventure;Casual;Indie,Indie;Casual;Action,262
341260,Isaac the Adventurer,2015,Single-player;Stats,Action;Adventure;Casual;Indie,Action;Adventure;Indie,0
341270,Samphi,2016,Single-player;Steam Trading Cards;Steam Cloud,Indie;RPG;Early Access,Early Access;RPG;Indie,0
341290,Lazors,2016,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie,Casual;Indie;Puzzle,0
341310,Greyfox RPG,2015,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG,RPGMaker;Adventure;Indie,200
341360,Paparazzi,2015,Single-player;Multi-player;Steam Achievements;Full controller support,Action;Indie,Indie;Action;Funny,0
341380,Countless Rooms of Death,2015,Single-player;Steam Trading Cards,Adventure;Indie,Indie;Adventure;Horror,316
341390,Vulture for NetHack,2015,Single-player;Steam Trading Cards;Steam Cloud,Indie;RPG;Strategy,RPG;Rogue-like;Procedural Generation,13714
341440,BANZAI PECAN: The Last Hope For the Young Century,2015,Single-player;Steam Achievements;Partial Controller Support,Action;Indie,Action;Indie;Beat 'em up,2
341460,Fallen Temple,2016,Single-player,RPG,RPG;RPGMaker,0
341470,Loot Hunter,2015,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Adventure;RPG;Simulation;Strategy,Strategy;Action;Adventure,223
341490,Undead Legions II,2018,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Full controller support;Steam Cloud;Steam Leaderboards,Action;Casual;Indie;RPG;Early Access,Early Access;Action;Indie,0
341500,Camera Obscura,2015,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Includes level editor,Action;Adventure;Indie;Strategy,Pixel Graphics;Platformer;Level Editor,213
341510,Crayon Chronicles,2015,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Casual;Indie;RPG,RPG;Indie;Casual,0
341530,Stardust Vanguards,2015,Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie,Local Multiplayer;Action;Indie,67
341540,TRIP Steam Edition,2015,Single-player,Adventure;Casual;Indie;Simulation,Indie;Casual;Adventure,0
341550,Super Cyborg,2015,Single-player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Retro,0
341570,Throbax TD,2015,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;RPG;Strategy;Early Access,Early Access;Tower Defense;Action,0
341640,Relativity Wars - A Science Space RTS,2015,Single-player;Commentary available,Adventure;Indie;RPG;Simulation;Strategy,Strategy;Indie;Simulation,0
341660,Barren Roads,2015,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer,Action;Adventure;RPG;Early Access,Early Access;Action;Adventure,0
341680,stratO,2015,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Indie;Simulation,Indie;Simulation;Action,0
341690,The Great Fusion,2015,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Point & Click,0
341700,Cahors Sunset,2015,Single-player,Indie;RPG;Simulation,Simulation;Indie;RPG,0
341710,Crest - an indirect god sim,2018,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie;Simulation;Strategy,God Game;Indie;Simulation,37
341720,Among Ripples,2015,Single-player,Casual;Free to Play;Indie;Simulation,Free to Play;Casual;Simulation,6
341730,Dustoff Heli Rescue,2015,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie,Action;Indie;Arcade,0
341750,A.V.,2015,Single-player;Steam Achievements;Full controller support;Captions available;VR Support,Adventure;Indie,Indie;Adventure;Stealth,0
341760,Flem,2015,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Indie,Action;Indie;Platformer,0
341770,Geared,2015,Single-player,Indie;Strategy,Indie;Strategy,0
341780,Chronicles of a Dark Lord: Episode II War of The Abyss,2015,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Indie;RPG,RPG;Indie;RPGMaker,257
341800,Keep Talking and Nobody Explodes,2015,Local Multi-Player;Co-op;Local Co-op;Steam Achievements;Full controller support;VR Support;Steam Workshop;Stats;Steam Leaderboards,Indie,Co-op;Puzzle;Local Co-Op,196
341820,Plush,2015,Single-player;Steam Achievements;Steam Leaderboards,Casual;Indie;Simulation,Indie;Simulation;Casual,0
341860,SickBrick,2015,Single-player;Partial Controller Support;Steam Cloud,Action;Adventure;Indie,Indie;Action;Adventure,0
341870,TEMBO THE BADASS ELEPHANT,2015,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Adventure;Indie,Adventure;Action;Platformer,0
341890,HitBox,2017,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie,Action;Indie;Third-Person Shooter,0
341910,Ultimate Space Commando,2015,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Trading Cards;Steam Cloud,Indie;RPG;Strategy,Strategy;RPG;Indie,0
341930,Space Station Alpha,2015,Single-player;Steam Achievements,Indie;Simulation;Strategy,Simulation;Strategy;Indie,0
341940,Hatred,2015,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,Gore;Violent;Action,206
341950,Lux Delux,2015,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Stats;Steam Leaderboards;Includes level editor,Indie;Strategy,Strategy;Indie;Board Game,79
341980,Dispatcher,2015,Single-player;Multi-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Indie,Horror;Adventure;Action,287
342020,BiT Evolution,2015,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,Action;Adventure;Indie,Adventure;Action;Indie,0
342090,The Clans - Saga of the Twins,2015,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG,RPG;Adventure;Indie,639
342100,Sym,2015,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Includes level editor,Indie,Indie;Puzzle-Platformer;Platformer,0
342130,Hashtag Dungeon,2016,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Includes level editor,Action;Indie;RPG,Action;RPG;Indie,0
342150,Games of Glory,2017,Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;In-App Purchases,Action;Free to Play;Strategy,Free to Play;MOBA;Action,74
342180,Arizona Sunshine,2016,Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Trading Cards;VR Support;SteamVR Collectibles;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie,Zombies;VR;Horror,128
342190,Skyworld,2017,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;VR Support;Steam Cloud,Indie;Strategy,Strategy;Indie;VR,0
342200,MechWarrior Online™ Solaris 7,2015,Multi-player;MMO;Steam Achievements,Action;Free to Play;Massively Multiplayer;Simulation;Strategy,Free to Play;Mechs;Multiplayer,812
342230,Air Guardians,2015,Single-player;Partial Controller Support,Action;Indie;Simulation,Simulation;Action;Indie,0
342240,SCHAR: Blue Shield Alliance,2015,Single-player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Stats;Steam Leaderboards,Action;Indie,Indie;Action;Local Co-Op,755
342250,Aspectus: Rinascimento Chronicles,2015,Single-player;Steam Cloud,Adventure;Casual;Indie,Adventure;Indie;Casual,0
342260,Nevermind,2015,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Indie,Adventure;Indie;Psychological Horror,0
342300,Zombie Kill of the Week - Reborn,2015,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support,Action;Indie,Action;Indie;Zombies,0
342310,RIOT: Civil Unrest,2019,Single-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support,Indie;Simulation;Strategy,Strategy;Indie;Pixel Graphics,32
342350,Into The Gloom,2015,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Indie;Adventure;Action,0
342360,Train of Afterlife,2015,Single-player;Steam Trading Cards,Adventure;Casual;Indie,Visual Novel;Indie;Casual,241
342380,Sakura Angels,2015,Single-player;Steam Trading Cards,Sexual Content;Nudity;Casual;Indie,Nudity;Anime;Mature,688
342450,Sword Daughter,2015,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Indie,Choose Your Own Adventure;Female Protagonist;Fantasy,0
342480,Gunscape,2016,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Includes level editor,Action;Indie,Free to Play;Multiplayer;Action,175
342490,Shipwreck,2015,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Pixel Graphics,0
342500,Human Extinction Simulator,2015,Single-player;Steam Achievements;Steam Trading Cards,Indie;Simulation;Strategy,Strategy;Simulation;Indie,0
342510,Bret Airborne,2015,Single-player;Steam Trading Cards,Casual;Indie;RPG,RPG;Indie;Casual,55
342520,BoxesWithGuns,2015,Single-player;Steam Achievements;Full controller support,Action;Indie,Action;Indie;Arcade,1
342530,Heroes Never Lose: Professor Puzzler's Perplexing Ploy,2015,Single-player;Multi-player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards,Action;Casual;Indie;Early Access,Early Access;Indie;Action,0
342540,Terminal Hacker - Into the Deep,2015,Single-player;Steam Achievements;Captions available;Partial Controller Support,Adventure;Indie;Early Access,Early Access;Adventure;Indie,0
342550,Phantasmal: Survival Horror Roguelike,2016,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats,Indie,Horror;Indie;Atmospheric,0
342560,Airships: Conquer the Skies,2018,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Workshop,Action;Indie;Strategy,Strategy;Building;Steampunk,218
342570,HIS (Heroes In the Sky),2015,Single-player;Multi-player;Co-op;Partial Controller Support,Action;Casual;Free to Play;RPG;Simulation;Strategy,Free to Play;Action;Multiplayer,59
342580,12 Labours of Hercules,2015,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Casual;Strategy,Casual;Time Management;Strategy,298
342610,HyperRogue,2015,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards;Includes level editor,Indie,Indie;Procedural Generation;Rogue-like,0
342620,"It came from space, and ate our brains",2015,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Adventure;Casual;Indie,Casual;Action;Indie,0
342630,Witch's Pranks: Frog's Fortune Collector's Edition,2015,Single-player,Adventure;Casual,Casual;Adventure;Point & Click,0
342640,Pixel Privateers,2017,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Cloud,Action;Adventure;Indie;RPG;Simulation,Indie;RPG;Action,0
342650,Fermi's Path,2015,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Action;Casual;Indie;Racing;Simulation,Indie;Arcade;Action,0
342660,Brawlerz Nitro,2017,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Sports;Strategy;Early Access,Early Access;Action;Sports,0
342740,Samudai,2015,Multi-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats,Action;Casual;Indie,Action;Indie;Casual,0
342860,Dark Quest,2015,Single-player,Indie;RPG;Strategy,Strategy;RPG;Indie,0
342870,Corona MotorSport,2015,Single-player;Partial Controller Support,Action;Adventure;Indie;Racing;Simulation;Sports;Early Access,Early Access;Racing;Simulation,0
342890,Synonymy,2015,Single-player;Multi-player;Cross-Platform Multiplayer,Casual;Strategy,Strategy;Casual;Puzzle,0
342910,Vantage: Primitive Survival Game,2018,Single-player;Online Multi-Player;Steam Trading Cards,Indie;Simulation;Early Access,Early Access;Indie;Simulation,0
